search_term,sp500no,Company Name,link
M&T Bank,318,M&T Bank Corporation,https://www.youtube.com/channel/UCP_euyMh-Ase06MuFPGn4XQ
Mettler-Toledo International,319,Mettler-Toledo International Inc.,https://www.youtube.com/user/mettlertoledo
Micron Technology,320,"Micron Technology, Inc.",https://www.youtube.com/user/MicronTechnology
Maxim Integrated Products,321,"Maxim Integrated Products, Inc.",https://www.youtube.com/c/maximintegrated
Norwegian Cruise Line Holdings,322,Norwegian Cruise Line Holdings Ltd.,https://www.youtube.com/user/NCLFreestyle
Nasdaq,323,"Nasdaq, Inc.",https://www.youtube.com/c/nasdaq
NextEra Energy,324,"NextEra Energy, Inc.",https://www.youtube.com/channel/UCbM4Y9uPpWcrSS9AiqWTbZA
Newmont,325,Newmont Corporation,https://www.youtube.com/c/NewmontCorporation
Netflix,326,"Netflix, Inc.",https://www.youtube.com/c/Netflix
NiSource,327,NiSource Inc,https://www.youtube.com/channel/UCMBOfYTM1M1Z4VpxqN2f6Xw
Nike,328,"NIKE, Inc. Class B",https://www.youtube.com/user/nike
NortonLifeLock,329,NortonLifeLock Inc.,https://www.youtube.com/channel/UCa3h96az7881wsRH5uoTxuQ
Nielsen Holdings,330,Nielsen Holdings Plc,https://www.youtube.com/user/TheNielsenCompany
Northrop Grumman,331,Northrop Grumman Corporation,https://www.youtube.com/channel/UCiTTe3mBodoZVGVhQDpEFjg
NOV,332,NOV Inc.,https://www.youtube.com/c/nationaloilwellvarco
ServiceNow,333,"ServiceNow, Inc.",https://www.youtube.com/user/servicenowinc
NRG Energy,334,"NRG Energy, Inc.",https://www.youtube.com/c/nrgenergyinc
Norfolk Southern,335,Norfolk Southern Corporation,https://www.youtube.com/user/norfolksoutherncorp
NetApp,336,"NetApp, Inc.",https://www.youtube.com/user/NetAppTV
Northern Trust,337,Northern Trust Corporation,https://www.youtube.com/user/NorthernTrustVideos
Nucor,338,Nucor Corporation,https://www.youtube.com/user/thenucorchannel
Nvidia,339,NVIDIA Corporation,https://www.youtube.com/user/nvidia
NVR,340,"NVR, Inc.",
Newell Brands,341,Newell Brands Inc,https://www.youtube.com/c/newellbrands
News Corp.,342,News Corporation Class A,
NXP Semiconductors,343,NXP Semiconductors NV,https://www.youtube.com/user/NXPAutomotive
Realty Income Corporation,344,Realty Income Corporation,https://www.youtube.com/user/RealtyIncome
Old Dominion Freight Line,345,"Old Dominion Freight Line, Inc.",https://www.youtube.com/c/olddominionfreightline
Oneok,346,"ONEOK, Inc.",https://www.youtube.com/channel/UCTWklNLcIDx8STGtUvlTM7A
Omnicom Group,347,Omnicom Group Inc,https://www.youtube.com/user/OmnicomGroup
Oracle,348,Oracle Corporation,https://www.youtube.com/c/oracle
O'Reilly Automotive,349,"O'Reilly Automotive, Inc.",https://www.youtube.com/user/OReillyAutoParts
Otis Worldwide Corporation,350,Otis Worldwide Corporation,https://www.youtube.com/user/OtisElevatorCompany
Occidental Petroleum,351,Occidental Petroleum Corporation,https://www.youtube.com/user/OxyUTube
Paycom Software,352,"Paycom Software, Inc.",https://www.youtube.com/user/paycompayrollservice
Paychex,353,"Paychex, Inc.",https://www.youtube.com/channel/UCpTyhlEpJ_CuVgAYRffOJew
People's United Bank,354,"People's United Financial, Inc.",https://www.youtube.com/channel/UCdVFQJca608ikMUmgzWmVMw
Paccar,355,PACCAR Inc,
Healthpeak Properties,356,"Healthpeak Properties, Inc.",
Public Service Enterprise Group,357,Public Service Enterprise Group Inc,https://www.youtube.com/user/PSEGvideo
Penn National Gaming,358,"Penn National Gaming, Inc.",https://www.youtube.com/c/PNGaming
PepsiCo,359,"PepsiCo, Inc.",https://www.youtube.com/c/PepsiCo
Pfizer,360,Pfizer Inc.,https://www.youtube.com/c/Pfizer
Principal Financial,361,"Principal Financial Group, Inc.",https://www.youtube.com/user/PrincipalFinancial
Procter & Gamble,362,Procter & Gamble Company,https://www.youtube.com/channel/UCDzq6J0KoGCbps96JQuXWRg
Progressive,363,Progressive Corporation,
Parker-Hannifin,364,Parker-Hannifin Corporation,https://www.youtube.com/c/ParkerHannifinCorp
PulteGroup,365,"PulteGroup, Inc.",
Packaging Corp. of America,366,Packaging Corporation of America,
PerkinElmer,367,"PerkinElmer, Inc.",https://www.youtube.com/c/perkinelmer
Prologis,368,"Prologis, Inc.",https://www.youtube.com/c/PrologisInc
Philip Morris International,369,Philip Morris International Inc.,https://www.youtube.com/channel/UC8Ljkwa0c7Njol3g7LGW2Ww
PNC Financial Services Group,370,"PNC Financial Services Group, Inc.",https://www.youtube.com/user/pnc
Pentair,371,Pentair plc,
Pinnacle West Capital Corporation,372,Pinnacle West Capital Corporation,
Pool Corporation,373,Pool Corporation,
PPG Industries,374,"PPG Industries, Inc.",https://www.youtube.com/c/ppgindustries
PPL,375,PPL Corporation,https://www.youtube.com/user/PPLCorporation
Perrigo Co.,376,Perrigo Co. Plc,
Prudential Financial,377,"Prudential Financial, Inc.",https://www.youtube.com/user/Prudential
Public Storage,378,Public Storage,https://www.youtube.com/user/PUBLICSTORAGE
Phillips 66,379,Phillips 66,
PTC,380,PTC Inc.,https://www.youtube.com/ptc
PVH,381,PVH Corp.,https://www.youtube.com/channel/UCzTz3j0znFVFO-EM5Sd4Wmw
Quanta Services,382,"Quanta Services, Inc.",
Pioneer Natural Resources,383,Pioneer Natural Resources Company,https://www.youtube.com/channel/UCBAjhAICMVbiHvN_4Oijfrg
PayPal Holdings,384,PayPal Holdings Inc,https://www.youtube.com/c/paypal
Qualcomm,385,Qualcomm Inc,https://www.youtube.com/c/qualcomm
Qorvo,386,"Qorvo, Inc.",https://www.youtube.com/c/qorvo
Royal Caribbean Group,387,Royal Caribbean Group,
Everest Re Group,388,"Everest Re Group, Ltd.",
Regency Centers Corporation,389,Regency Centers Corporation,https://www.youtube.com/user/RegencyCenters
Regeneron Pharmaceuticals,390,"Regeneron Pharmaceuticals, Inc.",https://www.youtube.com/c/Regeneron
Regions Financial,391,Regions Financial Corporation,https://www.youtube.com/c/regionsbank
Robert Half International,392,Robert Half International Inc.,https://www.youtube.com/user/RobertHalfNA
Raymond James Financial,393,"Raymond James Financial, Inc.",https://www.youtube.com/user/raymondjames
Ralph Lauren,394,Ralph Lauren Corporation Class A,https://www.youtube.com/c/RalphLauren
ResMed,395,ResMed Inc.,https://www.youtube.com/channel/UCwjFC_AikD4--KeVnU7mbJg?
Rockwell Automation,396,"Rockwell Automation, Inc.",https://www.youtube.com/c/RockwellautomationInc
Rollins,397,"Rollins, Inc.",
Roper Technologies,398,"Roper Technologies, Inc.",
Ross Stores,399,"Ross Stores, Inc.",
Republic Services,400,"Republic Services, Inc.",https://www.youtube.com/channel/UCfpPxmX8j04YOCNtE0njz0w
Raytheon Technologies,401,Raytheon Technologies Corporation,https://www.youtube.com/c/raytheontechnologies
SBA Communications,402,SBA Communications Corp. Class A,https://www.youtube.com/channel/UCyC3tQif1MFLm7mKaC7Niqg
Starbucks,403,Starbucks Corporation,https://www.youtube.com/c/starbucks
Charles Schwab,404,Charles Schwab Corporation,https://www.youtube.com/user/CharlesSchwab
Sealed Air Corporation,405,Sealed Air Corporation,https://www.youtube.com/user/SealedAirCorp
Sherwin-Williams,406,Sherwin-Williams Company,http://www.youtube.com/user/sherwinwilliams
SVB Financial Group,407,SVB Financial Group,https://www.youtube.com/user/SVBFinancialGroup
J.M. Smucker,408,J.M. Smucker Company,https://www.youtube.com/user/SmuckerCo
Schlumberger NV,409,Schlumberger NV,https://www.youtube.com/channel/UCGtrayO1fyGx4HFvyy29JhA
Snap-on Incorporated,410,Snap-on Incorporated,https://www.youtube.com/user/snaponscanner
Synopsys,411,"Synopsys, Inc.",https://www.youtube.com/user/synopsys
Southern,412,Southern Company,https://www.youtube.com/user/socompany
Simon Property Group,413,"Simon Property Group, Inc.",https://www.youtube.com/user/SimonPropertyGroup
S&P Global,414,"S&P Global, Inc.",https://www.youtube.com/c/spglobal
Sempra Energy,415,Sempra Energy,https://www.youtube.com/channel/UCoEiXZY70ssYubUVqfpPJhA
STERIS,416,STERIS Plc,https://www.youtube.com/user/STERISCorporation/videos
State Street,417,State Street Corporation,https://www.youtube.com/c/StateStreetCorp
Seagate Technology Holdings,418,Seagate Technology Holdings PLC,http://www.youtube.com/user/SeagateTechnology
Constellation Brands,419,"Constellation Brands, Inc. Class A",https://www.youtube.com/user/ConstellationUS
Stanley Black & Decker,420,"Stanley Black & Decker, Inc.",https://www.youtube.com/user/StanleyBlackDecker
Skyworks Solutions,421,"Skyworks Solutions, Inc.",https://www.youtube.com/channel/UCVT7P0K4jQyDE15ANfd_-RA
Synchrony Financial,422,Synchrony Financial,https://www.youtube.com/c/synchrony
Stryker,423,Stryker Corporation,http://www.youtube.com/user/stryker
Sysco,424,Sysco Corporation,https://www.youtube.com/c/sysco
AT&T,425,AT&T Inc.,https://www.youtube.com/c/ATT
Molson Coors Beverage,426,Molson Coors Beverage Company Class B,https://www.youtube.com/user/MillerCoorsCorp
TransDigm Group Incorporated,427,TransDigm Group Incorporated,
Teledyne Technologies Incorporated,428,Teledyne Technologies Incorporated,https://www.youtube.com/user/DALSACorp
TE Connectivity,429,TE Connectivity Ltd.,https://www.youtube.com/c/teconnectivity
Teradyne,430,"Teradyne, Inc.",https://www.youtube.com/user/TERADYNEINC
Truist Financial,431,Truist Financial Corporation,https://www.youtube.com/channel/UC10Dmvy2Ih93O8hCg_UYN6w
Teleflex Incorporated,432,Teleflex Incorporated,https://www.youtube.com/channel/UCVlKnnePtp3n5XKQuLDffpA
Target,433,Target Corporation,https://www.youtube.com/user/target
TJX,434,TJX Companies Inc,https://www.youtube.com/c/tjmaxx
Thermo Fisher Scientific,435,Thermo Fisher Scientific Inc.,https://www.youtube.com/channel/UCfUs2fCDhx07fkszsJ0jOcA
T-Mobile US,436,"T-Mobile US, Inc.",https://www.youtube.com/user/TMobile/custom
Tapestry,437,"Tapestry, Inc.",https://www.youtube.com/channel/UCeIs9Qub097cAbvUs2L8GCg
Trimble,438,Trimble Inc.,https://www.youtube.com/channel/UCD5r7hBRwI6NFc4izfm-ocg
T. Rowe Price Group,439,T. Rowe Price Group,https://www.youtube.com/user/TRowePriceGroup
Travelers,440,"Travelers Companies, Inc.",https://www.youtube.com/user/TravelersInsurance
Tractor Supply,441,Tractor Supply Company,https://www.youtube.com/user/TSCTractorSupply
Tesla,442,Tesla Inc,https://www.youtube.com/channel/UC5WjFrtBdufl6CZojX3D8dQ
Tyson Foods,443,"Tyson Foods, Inc. Class A",https://www.youtube.com/user/TysonCommunity
Trane Technologies,444,Trane Technologies plc,https://www.youtube.com/channel/UCsLsVDb_r7aohV1FNWqevuA
Take-Two Interactive Software,445,"Take-Two Interactive Software, Inc.",https://www.youtube.com/user/TakeTwoInteractiveSW
Twitter,446,"Twitter, Inc.",https://www.youtube.com/c/twitter
Texas Instruments,447,Texas Instruments Incorporated,https://www.youtube.com/c/texasinstruments
Textron,448,Textron Inc.,https://www.youtube.com/user/TextronInc
Tyler Technologies,449,"Tyler Technologies, Inc.",
Under Armour,450,"Under Armour, Inc. Class A",https://www.youtube.com/user/underarmour
United Airlines Holdings,451,"United Airlines Holdings, Inc.",https://www.youtube.com/user/united
UDR,452,"UDR, Inc.",https://www.youtube.com/channel/UCgtWW3UJYPtxi4_Bq2d0gGA
Universal Health Services,453,"Universal Health Services, Inc. Class B",
Ulta Beauty,454,Ulta Beauty Inc,https://www.youtube.com/user/ultabeauty
UnitedHealth Group,455,UnitedHealth Group Incorporated,https://www.youtube.com/user/unitedhealthgroup
Unum Group,456,Unum Group,https://www.youtube.com/user/unumuk
Union Pacific,457,Union Pacific Corporation,https://www.youtube.com/c/unionpacific
United Parcel Service,458,"United Parcel Service, Inc. Class B",https://www.youtube.com/c/ups
United Rentals,459,"United Rentals, Inc.",https://www.youtube.com/channel/UCJqx4efP89s7kkS9hb-C5Cg
U.S. Bancorp,460,U.S. Bancorp,https://www.youtube.com/c/usbank
Visa,461,Visa Inc. Class A,https://www.youtube.com/c/Visa
VF,462,V.F. Corporation,https://www.youtube.com/user/VFCorporation
ViacomCBS,463,ViacomCBS Inc. Class B,https://www.youtube.com/channel/UCKehNLhUKygfBjrsdIKB6iQ
Valero Energy,464,Valero Energy Corporation,https://www.youtube.com/user/ValeroEnergy1
Vulcan Materials Company,465,Vulcan Materials Company,https://www.youtube.com/user/VulcanCorporate/videos
Vornado Realty Trust,466,Vornado Realty Trust,
Verisk Analytics,467,Verisk Analytics Inc,https://www.youtube.com/c/Verisk_VRSK
Verisign,468,"VeriSign, Inc.",https://www.youtube.com/user/verisign
Vertex Pharmaceuticals Incorporated,469,Vertex Pharmaceuticals Incorporated,https://www.youtube.com/channel/UCrNu_QIE9exwVQnWKgr1toQ
Ventas,470,"Ventas, Inc.",
Viatris,471,"Viatris, Inc.",https://www.youtube.com/channel/UCWVqREHI9o39CMlIzqczAag
Verizon Communications,472,Verizon Communications Inc.,https://www.youtube.com/c/verizon
Westinghouse Air Brake Technologies,473,Westinghouse Air Brake Technologies Corporation,https://www.youtube.com/user/WabtecCorp
Waters Corporation,474,Waters Corporation,https://www.youtube.com/user/WatersCorporation
Walgreens Boots Alliance,475,Walgreens Boots Alliance Inc,https://www.youtube.com/channel/UCckTVHaj5AP-E7PcHplbI-Q
Western Digital,476,Western Digital Corporation,https://www.youtube.com/channel/UCQpijqbZeCM3zLew0ZwiX4A
WEC Energy Group,477,WEC Energy Group Inc,https://www.youtube.com/user/wisconsinenergy
Welltower,478,"Welltower, Inc.",
Wells Fargo,479,Wells Fargo & Company,https://www.youtube.com/user/wellsfargo
Whirlpool,480,Whirlpool Corporation,https://www.youtube.com/whirlpool
Willis Towers Watson Public Limited Company,481,Willis Towers Watson Public Limited Company,
Waste Management,482,"Waste Management, Inc.",https://www.youtube.com/user/wastemanagement
Williams,483,"Williams Companies, Inc.",https://www.youtube.com/user/WilliamsEnergyCo
Walmart,484,Walmart Inc.,https://www.youtube.com/c/walmart
W.R. Berkley,485,W. R. Berkley Corporation,
WestRock,486,WestRock Company,https://www.youtube.com/channel/UCcISYil7zJuGXQ3MxP2IgDA
West Pharmaceutical Services,487,"West Pharmaceutical Services, Inc.",https://www.youtube.com/user/WestFYI
Western Union Company,488,Western Union Company,https://www.youtube.com/c/westernunion
Weyerhaeuser,489,Weyerhaeuser Company,https://www.youtube.com/user/WeyerhaeuserTV
Wynn Resorts,490,"Wynn Resorts, Limited",https://www.youtube.com/c/wynnlasvegas
Xcel Energy,491,Xcel Energy Inc.,https://www.youtube.com/c/XcelEnergyInYourCommunity
Xilinx,492,"Xilinx, Inc.",https://www.youtube.com/user/XilinxInc
Exxon Mobil,493,Exxon Mobil Corporation,https://www.youtube.com/user/exxonmobil
DENTSPLY SIRONA,494,"DENTSPLY SIRONA, Inc.",https://www.youtube.com/c/dentsplysirona
Xylem,495,Xylem Inc.,https://www.youtube.com/user/XylemIncorporated
Yum! Brands,496,"Yum! Brands, Inc.",https://www.youtube.com/channel/UCH73YGPi1HcDklugGAFLMxg
Zimmer Biomet Holdings,497,"Zimmer Biomet Holdings, Inc.",https://www.youtube.com/c/ZimmerBiomet
Zebra Technologies Corporation,498,Zebra Technologies Corporation Class A,https://www.youtube.com/c/ZebraTechnologiesGlobal#p/u
Zions Bancorporation,499,"Zions Bancorporation, N.A.",https://www.youtube.com/user/ZIONSBANK
Zoetis,500,"Zoetis, Inc. Class A",https://www.youtube.com/user/ZoetisInc
